year,language,artist_name,track_name,track_id,album_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_signature,label
2021,台語,許富凱,暝那會這呢長,6rM8x17UieY2cP6FSsC4Zu,拾歌,31,0.587,0.45,5.0,-9.644,1.0,0.0314,0.0783,3.1e-05,0.1,0.315,135.981,262.282,4.0,1
2021,台語,許富凱,含淚跳恰恰,5hdWEL1aoRhzYsQMAyuwkM,拾歌,28,0.855,0.563,2.0,-6.822,1.0,0.032,0.414,1.96e-05,0.0879,0.798,113.013,222.081,4.0,1
2021,台語,許富凱,純情青春夢,263IuIebLg5KaWgcj1oBrv,拾歌,22,0.308,0.278,7.0,-11.819,0.0,0.0341,0.546,0.00279,0.321,0.194,175.447,316.607,4.0,1
2021,台語,彭正,浪子心聲 (三立《戲說台灣》片頭曲),2PyNBYngPCN31OxOOPx98R,浪子心聲,11,0.518,0.631,0.0,-5.759,0.0,0.0292,0.171,0.0,0.116,0.476,124.023,272.214,4.0,1
2021,台語,黃浩庭,一夜情,0bAG6Ru6MyyhQ25FFXrT80,萬壽菊,26,0.682,0.841,2.0,-6.786,0.0,0.0297,0.0202,0.00142,0.0517,0.722,110.997,284.24,4.0,1
2021,台語,詹雅雯,情路放我過,2M0BHfTHW6VQUDfNY9Bc8R,幸福過敏,19,0.616,0.54,3.0,-6.624,1.0,0.0342,0.602,0.0,0.213,0.352,107.011,274.941,4.0,1
2021,台語,許富凱,天公疼憨人,2Ym5qsHNYQUDXY1zfoEyZV,拾歌,28,0.743,0.51,0.0,-8.104,1.0,0.0248,0.601,1.08e-05,0.386,0.451,108.036,280.487,4.0,1
2021,台語,李明洋,切切咧,3a81ZjrCSGYz7S2b9Ejdz8,好命噹噹,17,0.68,0.576,2.0,-5.895,0.0,0.024,0.202,2.2e-06,0.0777,0.624,109.514,226.49,3.0,1
2021,台語,許富凱,寫乎啥米人,1H2jC314iuUZIeRpr8PW8b,拾歌,23,0.581,0.445,7.0,-9.99,1.0,0.0524,0.3,7.7e-06,0.107,0.133,173.797,246.811,3.0,1
2021,台語,曹雅雯 Olivia,你麥管 (feat. 林美秀),4KGiQMyuWK61ncoImaLIuY,你麥管 (feat. 林美秀),14,0.643,0.205,10.0,-16.636,1.0,0.0368,0.577,0.0,0.182,0.339,139.868,225.555,4.0,1
2021,台語,張伍,暗溝,4BG6NFDXFQQcuFlYW1En1Q,黃昏,3,0.85,0.928,1.0,-4.329,0.0,0.259,0.149,1.02e-05,0.117,0.58,130.039,163.011,4.0,1
2021,台語,吳申梅,天燈,4BM6lSwF0we6duo8LzIhZ2,天燈,13,0.359,0.409,0.0,-9.404,1.0,0.0339,0.585,0.0,0.116,0.167,167.623,284.93,4.0,1
2021,台語,郭婷筠,珍惜你的愛,75IZVmllH7mCEekpGhabJv,心內有你是幸福,10,0.437,0.509,10.0,-7.828,1.0,0.0397,0.519,0.0,0.108,0.243,137.561,269.326,4.0,1
2021,台語,蔡昌憲,有閒,3ji9cmdBuW9ZBTPnpU5z7c,有閒,28,0.819,0.657,3.0,-6.076,0.0,0.103,0.747,0.0,0.246,0.792,109.155,196.02,4.0,1
2021,台語,詹雅雯,故鄉置這,2MjGeWokj3k38qhupRoGrZ,幸福過敏,10,0.595,0.383,5.0,-8.564,1.0,0.0339,0.755,0.0,0.261,0.411,145.947,224.831,4.0,1
2021,台語,吳申梅,彩色人生,3kqFwOUGw6LPwWj3S2K3It,天燈,9,0.54,0.767,6.0,-7.395,1.0,0.0745,0.154,3.7e-06,0.405,0.733,129.984,224.97,4.0,1
2021,台語,蘇宥蓉,愛是因為你 - 三立八點檔『天之驕女』片尾曲,1mFi2yP1zhf2PQ756uZZcR,愛是因為你,9,0.495,0.516,7.0,-6.071,1.0,0.0288,0.859,0.0,0.135,0.243,136.03,318.627,4.0,1
2021,台語,詹雅雯,幸福過敏,4WPUqFX0r2DaIi0LTyDQQn,幸福過敏,22,0.494,0.272,7.0,-6.678,0.0,0.0306,0.755,0.0,0.216,0.319,76.966,201.239,4.0,1
2021,台語,一綾,紅顏女人花,6NzsCl5bEaZmxylOVpTBGV,愛你第一名,0,0.63,0.712,6.0,-5.249,1.0,0.0371,0.28,2.58e-05,0.341,0.535,116.767,256.663,3.0,1
2021,台語,小熱唱 王彥之,三個愛人,6CeTiiLQ9SgEPxxLzs4qvp,三個愛人,5,0.671,0.605,4.0,-7.467,0.0,0.0284,0.19,0.0,0.298,0.495,96.973,246.804,4.0,1
2021,台語,袁小迪,問你敢不敢,2KgelYZDxrcg8NjE1WVbDN,問你敢不敢,1,0.398,0.447,11.0,-9.745,1.0,0.0315,0.0724,0.0,0.394,0.339,169.804,225.024,4.0,1
2021,西洋,R3HAB,Stars Align (with Jolin Tsai),0xDQPgYdTQZCn92Ee1W0WW,Stars Align (with Jolin Tsai),49,0.76,0.791,9.0,-5.823,1.0,0.106,0.0485,0.0108,0.121,0.418,126.026,161.905,4.0,1
2021,西洋,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),4iJyoBOLtHqaGxP12qzhQI,Justice,84,0.677,0.696,0.0,-6.181,1.0,0.119,0.321,0.0,0.42,0.464,90.03,198.082,4.0,1
2021,西洋,The Kid LAROI,STAY (with Justin Bieber),567e29TDzLwZwfDuEpGTwo,F*CK LOVE 3+: OVER YOU,86,0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,141.806,4.0,1
2021,西洋,ROSÉ,On The Ground,2xgACMNtJ5YktyvOC83SPO,R,77,0.311,0.607,1.0,-6.578,1.0,0.11,0.0174,0.0,0.131,0.286,188.7,168.086,4.0,1
2021,西洋,Ed Sheeran,Afterglow,0E4Y1XIbs8GrAT1YqVy6dq,Afterglow,74,0.641,0.324,11.0,-5.851,1.0,0.0299,0.698,0.0,0.328,0.273,110.184,185.487,4.0,1
2021,西洋,Ed Sheeran,Bad Habits,3rmo8F54jFF8OgYsqTxm5d,=,87,0.807,0.893,11.0,-3.745,0.0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,230.747,4.0,1
2021,西洋,Pink Sweat$,At My Worst (feat. Kehlani),5OdNjYTpLjuDDPCBNWonRX,PINK PLANET,62,0.731,0.484,0.0,-5.579,1.0,0.0354,0.73,3.01e-06,0.326,0.35,92.043,169.128,4.0,1
2021,西洋,Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),5zFglKYiknIxks8geR8rcL,JORDI (Deluxe),81,0.713,0.676,10.0,-5.483,1.0,0.027,0.0377,0.0,0.154,0.721,99.048,227.395,4.0,1
2021,西洋,Justin Bieber,Hold On,1nahzW3kfMuwReTka28tH5,Justice,76,0.658,0.634,1.0,-6.068,0.0,0.0431,0.0104,0.0,0.12,0.302,140.002,170.813,4.0,1
2021,西洋,ØZI,SLIDE,6jpjL37XTueSZgMWiHr88e,PEDESTAL,44,0.906,0.622,8.0,-5.766,1.0,0.194,0.295,0.0,0.261,0.865,99.981,126.0,4.0,1
2021,西洋,Justin Bieber,Anyone,2WnAKZefdRHxtBEkRjFOHC,Justice,74,0.685,0.521,2.0,-8.285,1.0,0.0345,0.185,3.59e-06,0.111,0.578,115.885,190.779,4.0,1
2021,西洋,ROSÉ,Gone,2ayIgfvWo3SfYP2pVOr4pC,R,76,0.647,0.377,6.0,-6.003,1.0,0.0375,0.594,0.0,0.0768,0.653,79.936,207.164,4.0,1
2021,西洋,BTS,Butter,6jjYDGxVJsWS0a5wlVF5vS,Proof,79,0.759,0.459,8.0,-5.187,1.0,0.0948,0.00323,0.0,0.0788,0.695,109.997,164.952,4.0,1
2021,西洋,Bruno Mars,Leave The Door Open,02VBYrHfVwfEWXk5DXyf0T,An Evening With Silk Sonic,83,0.586,0.616,5.0,-7.964,1.0,0.0324,0.182,0.0,0.0927,0.719,148.088,242.096,4.0,1
2021,西洋,Ed Sheeran,Shivers,50nfwKoDiSYg8zOCREWAm5,=,88,0.788,0.859,2.0,-2.724,1.0,0.0856,0.281,0.0,0.0424,0.822,141.02,207.853,4.0,1
2021,西洋,JJ Lin,Bedroom (feat. Anne-Marie),2TkAUHBaCReXruGnMVPGNL,Bedroom (feat. Anne-Marie),53,0.369,0.424,7.0,-5.431,1.0,0.0318,0.64,0.0,0.184,0.181,179.597,203.991,4.0,1
2021,西洋,Adele,Easy On Me,46IZ0fSY2mpAiktS3KOqds,30,84,0.604,0.366,5.0,-7.519,1.0,0.0282,0.578,0.0,0.133,0.13,141.981,224.695,4.0,1
2021,西洋,Taylor Swift,Love Story,1D4PL9B8gOg78jiHg3FvBb,Fearless (Big Machine Radio Release Special),79,0.617,0.741,2.0,-3.97,1.0,0.0311,0.131,0.0,0.0772,0.306,118.984,236.267,4.0,1
2021,西洋,Doja Cat,Kiss Me More (feat. SZA),3DarAbFujv6eYNliUTyqtz,Planet Her,82,0.764,0.705,8.0,-3.463,1.0,0.0284,0.259,8.92e-05,0.12,0.781,110.97,208.667,4.0,1
2021,西洋,BTS,Permission to Dance,3XYRV7ZSHqIRDG87DKTtry,Permission to Dance,78,0.702,0.741,9.0,-5.33,1.0,0.0427,0.00544,0.0,0.337,0.646,124.925,187.585,4.0,1
2021,西洋,ØZI,0.03,6WUEeOiwMxMtrQCTrsEkBK,PEDESTAL,46,0.786,0.669,1.0,-5.944,1.0,0.0737,0.0566,0.0,0.245,0.679,117.945,184.0,4.0,1
2021,西洋,Taylor Swift,willow,0lx2cLdOt3piJbcaXIV74f,evermore,81,0.392,0.574,7.0,-9.195,1.0,0.17,0.833,0.00179,0.145,0.529,81.112,214.707,4.0,1
2021,西洋,ZAYN,Vibez,6T6D9CIrHkALcHPafDFA6L,Nobody Is Listening,65,0.643,0.671,7.0,-7.45,1.0,0.0842,0.241,0.0178,0.12,0.297,96.924,163.347,4.0,1
2021,西洋,Olivia Rodrigo,drivers license,5wANPM4fQCJwkGd4rN57mH,SOUR,87,0.561,0.431,10.0,-8.81,1.0,0.0578,0.768,1.42e-05,0.106,0.137,143.875,242.013,4.0,1
2021,西洋,JJ Lin,Like You Do,44glfpwNeMbawxPy49kzPk,Like You Do,36,0.583,0.866,7.0,-5.005,0.0,0.0345,0.00388,0.000604,0.131,0.489,90.001,196.999,4.0,1
2021,西洋,Clean Bandit,Higher (feat. iann dior),4OoYfejHABzYe2mG8p5s8b,Higher (feat. iann dior),60,0.716,0.736,1.0,-5.18,0.0,0.0363,0.336,1.4e-05,0.137,0.542,104.018,203.953,4.0,1
2021,西洋,Alec Benjamin,The Way You Felt,5myjSxfvS8pzSMK3jJcfIL,(Un)Commentary,64,0.872,0.52,0.0,-6.928,1.0,0.0618,0.715,0.0,0.0982,0.736,131.918,183.243,4.0,1
2021,西洋,TWICE,The Feels,308Ir17KlNdlrbVLHWhlLe,Formula of Love: O+T=<3,76,0.808,0.903,9.0,-2.179,1.0,0.0729,0.0899,0.0,0.0816,0.922,120.044,198.053,4.0,1
2021,西洋,Gareth.T,honest (feat. moon tang),6kEzWfX8TilHN8FenwdxCE,honest (feat. moon tang),50,0.641,0.333,9.0,-9.011,1.0,0.0407,0.851,3.92e-06,0.149,0.573,179.818,177.818,4.0,1
2021,西洋,Alan Walker,Running Out Of Roses,1KR9TkyhxqqpOk45WAm7bM,Walker Racing League,68,0.753,0.539,3.0,-6.946,1.0,0.0393,0.0505,0.0,0.0664,0.443,124.015,136.563,4.0,1
2021,西洋,Why Don't We,Grey,2J4DpqJCIuuM9WjtWHbjvd,The Good Times and The Bad Ones,63,0.298,0.295,2.0,-8.789,1.0,0.0318,0.869,0.0,0.111,0.199,171.361,277.694,4.0,1
2021,西洋,Faime,Feels Like You,21UPL4RXZPmg2TZ2DgWADj,Feels Like You,62,0.848,0.352,4.0,-6.798,1.0,0.0464,0.789,0.000105,0.0865,0.571,92.991,198.912,4.0,1
2021,西洋,Coldplay,My Universe,46HNZY1i7O6jwTA7Slo2PI,Music Of The Spheres,84,0.573,0.711,1.0,-6.268,0.0,0.0406,0.0114,0.0,0.328,0.47,105.006,226.198,4.0,1
2021,西洋,The Weeknd,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,1oFAF1hdPOickyHgbuRjyX,After Hours (Deluxe),83,0.65,0.825,0.0,-4.645,1.0,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,191.014,4.0,1
2021,西洋,ONE OK ROCK,Renegades,5o26lUmCY1740Unf5hkTik,Luxury Disease,54,0.536,0.857,5.0,-4.254,0.0,0.0614,0.000849,0.000151,0.152,0.332,153.943,244.538,4.0,1
2021,西洋,Steve Aoki,Equal in the Darkness,6zpW8dKlAei8kiPZuUthq7,Equal in the Darkness,37,0.711,0.779,8.0,-5.271,1.0,0.0339,0.178,0.0,0.108,0.444,114.977,210.783,4.0,1
2021,西洋,MOD SUN,Flames (feat. Avril Lavigne),6z7mOTf4O20AApGsTNn7fC,Flames (feat. Avril Lavigne),57,0.54,0.631,8.0,-4.569,1.0,0.0336,0.00316,0.0,0.104,0.194,84.903,151.989,4.0,1
2021,西洋,LISA,MONEY,45OX2jjEw1l7lOFJfDP9fv,LALISA,85,0.826,0.553,1.0,-10.121,0.0,0.234,0.163,4.12e-05,0.135,0.4,140.037,168.228,4.0,1
2021,西洋,Sam Kim,Love Me Like That,1lhm29o3syw122xynSKaAK,"Nevertheless, (Original Television Soundtrack, Pt. 6)",70,0.59,0.294,9.0,-8.125,1.0,0.0654,0.854,0.0,0.0873,0.461,87.895,211.364,4.0,1
2021,西洋,Anne-Marie,Our Song,5zqObw7wjBgL9TDiAymxPn,Our Song,67,0.595,0.759,11.0,-4.245,0.0,0.0423,0.141,0.0,0.172,0.515,80.953,163.733,4.0,1
2021,西洋,JC Stewart,Break My Heart,6KMkEX692kOyqJ7WuPhRab,Break My Heart,47,0.653,0.763,9.0,-5.137,0.0,0.0719,0.00701,0.0,0.137,0.642,159.02,179.856,4.0,1
2021,西洋,Zachary Knowles,dancing in the kitchen,7yw1S0euAJViNQ6cEUXuEh,dancing in the kitchen,44,0.819,0.652,2.0,-8.466,1.0,0.0515,0.124,0.000752,0.527,0.967,126.01,177.42,4.0,1
2021,西洋,ØZI,hair tie,21fmk5RzKY0lQyyX1i64Xw,hair tie,50,0.818,0.493,8.0,-7.578,1.0,0.109,0.0887,1.73e-06,0.0878,0.83,121.955,174.693,4.0,1
2021,西洋,Peder Elias,Hide and Seek,7l9JGmQheZ7avfvQjETJl9,Hide and Seek,31,0.853,0.529,10.0,-8.508,1.0,0.0491,0.0643,0.0,0.225,0.946,126.949,190.32,4.0,1
2021,西洋,Sigala,You for Me,73QyyUMMvtNELmULI4FOsp,You for Me,68,0.733,0.886,2.0,-1.856,0.0,0.0426,0.0481,1.81e-06,0.191,0.696,126.031,175.435,4.0,1
2021,西洋,Ed Sheeran,Visiting Hours,04LTXpiumhlpGzDFcA9Cx5,sad summer songs,0,0.471,0.396,8.0,-6.654,1.0,0.0336,0.77,0.0,0.0729,0.263,149.609,215.507,4.0,1
